source_id,source_name,url,domain,content_type,category,parent_source_id,is_leaf,catalog_year,priority_for_ingest,PM_Review_Status,Allowed_for_AI_Retrieval,last_ingested_timestamp,content_hash,discovered_from,notes
SRC-028,Athletics,https://mcneesesports.com/,mcneesesports.com,html,Athletics / Sports / Tickets / Teams,,false,,high,Approved,Yes,2026-07-31T20:11:53,,seed,Separate domain; verify crawl rules and source ownership before automated ingestion. Expanded sport/schedule/roster/facility pages tracked under parent SRC-028 in merged registry.
SRC-029,Organizations and Engagement,https://mcneese.presence.io/,mcneese.presence.io,html,Organizations / Engagement,,false,,high,Approved,"Yes, limited",,,seed,External platform; verify public API/crawl permission before ingestion.
SRC-030,Terms of Use / Web Disclaimer,https://www.mcneese.edu/terms-of-use/,www.mcneese.edu,html,Website Terms / Web Disclaimer,,false,,high,Pending,Yes,,,seed,Keep separate from student-facing QA corpus unless needed.
SRC-031,Freshman Academic Scholarships,https://www.mcneese.edu/scholarships/freshman_academic_scholarships/,www.mcneese.edu,html,Scholarships,,false,,high,Approved,Yes,2026-07-05T21:37:12,,seed,Contains award tables that must be preserved as structured Markdown.
SRC-032,Continuing Student Academic Scholarships,https://www.mcneese.edu/scholarships/continuing_student_academic_scholarships/,www.mcneese.edu,html,Scholarships,,false,,high,Approved,Yes,2026-07-05T21:37:14,,seed,Application-process page; pair with award-tier pages for full answers.
SRC-033,International Scholarships,https://www.mcneese.edu/student-central/international-scholarships/,www.mcneese.edu,html,Scholarships / International,,false,,high,Approved,Yes,2026-07-05T21:37:17,,seed,Contains GPA/test-score/dollar tables that must be preserved as structured Markdown.
SRC-034,apply,https://www.mcneese.edu/admissions/apply,www.mcneese.edu,html,admissions_leaf,SRC-002,true,,high,Pending_Review,,2026-07-05T21:37:23,,sitemap_xml,
SRC-035,athletics,https://www.mcneese.edu/financial-aid/athletics,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:25,,sitemap_xml,
SRC-036,continuing_student_academic_scholarships,https://www.mcneese.edu/financial-aid/continuing_student_academic_scholarships,www.mcneese.edu,html,financial_aid_leaf,SRC-032,true,,high,Pending_Review,,2026-07-05T21:37:27,,sitemap_xml,
SRC-037,courses-not-eligible-for-federal-assistance,https://www.mcneese.edu/financial-aid/courses-not-eligible-for-federal-assistance,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:29,,sitemap_xml,
SRC-038,fafsa-resources,https://www.mcneese.edu/financial-aid/fafsa-resources,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:32,,sitemap_xml,
SRC-039,fafsa-videos-resources,https://www.mcneese.edu/financial-aid/fafsa-videos-resources,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:34,,sitemap_xml,
SRC-040,forms,https://www.mcneese.edu/financial-aid/forms,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:38,,sitemap_xml,
SRC-041,freshman_academic_scholarships,https://www.mcneese.edu/financial-aid/freshman_academic_scholarships,www.mcneese.edu,html,financial_aid_leaf,SRC-031,true,,high,Pending_Review,,2026-07-05T21:37:41,,sitemap_xml,
SRC-042,gainful-employment-disclosure-information,https://www.mcneese.edu/financial-aid/gainful-employment-disclosure-information,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:44,,sitemap_xml,
SRC-043,glossary,https://www.mcneese.edu/financial-aid/glossary,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:47,,sitemap_xml,
SRC-044,glossary-terms-and-conditions,https://www.mcneese.edu/financial-aid/glossary-terms-and-conditions,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:53,,sitemap_xml,
SRC-045,graduate_scholarships,https://www.mcneese.edu/financial-aid/graduate_scholarships,www.mcneese.edu,html,financial_aid_leaf,SRC-006,true,,high,Pending_Review,,2026-07-05T21:37:55,,sitemap_xml,
SRC-046,home-financial_aid_forms-financial-aid-document-examples,https://www.mcneese.edu/financial-aid/home-financial_aid_forms-financial-aid-document-examples,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:37:58,,sitemap_xml,
SRC-047,home-verification-gateway,https://www.mcneese.edu/financial-aid/home-verification-gateway,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:01,,sitemap_xml,
SRC-048,honorscollege,https://www.mcneese.edu/financial-aid/honorscollege,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:03,,sitemap_xml,
SRC-049,how-to,https://www.mcneese.edu/financial-aid/how-to,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:05,,sitemap_xml,
SRC-050,how-to-appeal,https://www.mcneese.edu/financial-aid/how-to-appeal,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:08,,sitemap_xml,
SRC-051,how-to-apply-for-financial-aid,https://www.mcneese.edu/financial-aid/how-to-apply-for-financial-aid,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:11,,sitemap_xml,
SRC-052,inbox,https://www.mcneese.edu/financial-aid/inbox,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:13,,sitemap_xml,
SRC-053,international-scholarships,https://www.mcneese.edu/financial-aid/international-scholarships,www.mcneese.edu,html,financial_aid_leaf,SRC-033,true,,high,Pending_Review,,2026-07-05T21:38:15,,sitemap_xml,
SRC-054,performancescholarships,https://www.mcneese.edu/financial-aid/performancescholarships,www.mcneese.edu,html,financial_aid_leaf,SRC-006,true,,high,Pending_Review,,2026-07-05T21:38:17,,sitemap_xml,
SRC-055,post-baccalaureate-certificates-in-education,https://www.mcneese.edu/financial-aid/post-baccalaureate-certificates-in-education,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:20,,sitemap_xml,
SRC-056,post-baccalaureate-certificates-in-education-2,https://www.mcneese.edu/financial-aid/post-baccalaureate-certificates-in-education-2,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:22,,sitemap_xml,
SRC-057,private-ed-loan-disclosure,https://www.mcneese.edu/financial-aid/private-ed-loan-disclosure,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:24,,sitemap_xml,
SRC-058,private-education-loan-application-self-certific,https://www.mcneese.edu/financial-aid/private-education-loan-application-self-certific,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:27,,sitemap_xml,
SRC-059,professional-judgments,https://www.mcneese.edu/financial-aid/professional-judgments,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:30,,sitemap_xml,
SRC-060,scholarships-the-horatio-alger-national-and-state-scholarships,https://www.mcneese.edu/financial-aid/scholarships-the-horatio-alger-national-and-state-scholarships,www.mcneese.edu,html,financial_aid_leaf,SRC-006,true,,high,Pending_Review,,2026-07-05T21:38:32,,sitemap_xml,
SRC-061,shopping-sheet,https://www.mcneese.edu/financial-aid/shopping-sheet,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:35,,sitemap_xml,
SRC-062,status,https://www.mcneese.edu/financial-aid/status,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:36,,sitemap_xml,
SRC-063,student-loans-101,https://www.mcneese.edu/financial-aid/student-loans-101,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:39,,sitemap_xml,
SRC-064,submit,https://www.mcneese.edu/financial-aid/submit,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:41,,sitemap_xml,
SRC-065,test,https://www.mcneese.edu/financial-aid/test,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:43,,sitemap_xml,
SRC-066,tops,https://www.mcneese.edu/financial-aid/tops,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:46,,sitemap_xml,
SRC-067,transfer_scholarships,https://www.mcneese.edu/financial-aid/transfer_scholarships,www.mcneese.edu,html,financial_aid_leaf,SRC-006,true,,high,Pending_Review,,2026-07-05T21:38:48,,sitemap_xml,
SRC-068,truth-in-lending-act,https://www.mcneese.edu/financial-aid/truth-in-lending-act,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:52,,sitemap_xml,
SRC-069,understanding-aid,https://www.mcneese.edu/financial-aid/understanding-aid,www.mcneese.edu,html,financial_aid_leaf,SRC-005,true,,high,Pending_Review,,2026-07-05T21:38:55,,sitemap_xml,
SRC-070,accounting,https://www.mcneese.edu/academics/undergraduate-programs/accounting,www.mcneese.edu,html,academic_leaf,SRC-007,true,,medium,Pending_Review,,,,sitemap_xml,
SRC-071,business-administration,https://www.mcneese.edu/academics/undergraduate-programs/business-administration,www.mcneese.edu,html,academic_leaf,SRC-007,true,,medium,Pending_Review,,,,sitemap_xml,
SRC-072,theatre-arts,https://www.mcneese.edu/academics/undergraduate-programs/theatre-arts,www.mcneese.edu,html,academic_leaf,SRC-007,true,,medium,Pending_Review,,,,sitemap_xml,
SRC-073,Agricultural Education Grades 6-12,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61470,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,,,catalog_inventory,
SRC-074,Pre-Veterinary Medicine,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61471,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:27:22,,catalog_inventory,
SRC-075,Agricultural Sciences,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61472,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:27:28,,catalog_inventory,
SRC-076,Biology Education Grades 6-12,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61475,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:27:35,,catalog_inventory,
SRC-077,Biology,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61476,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:27:41,,catalog_inventory,
SRC-078,Chemical Engineering,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61479,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:27:47,,catalog_inventory,
SRC-079,Chemistry Education Grades 6-12,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61481,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:27:53,,catalog_inventory,
SRC-080,Chemistry,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61482,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:27:59,,catalog_inventory,
SRC-081,Classical Studies,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61483,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:05,,catalog_inventory,
SRC-082,Medical Laboratory Science,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61484,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:11,,catalog_inventory,
SRC-083,Communication Studies,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61485,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:18,,catalog_inventory,
SRC-084,Comparative Literature,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61486,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:24,,catalog_inventory,
SRC-085,General Computer Science,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61487,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:31,,catalog_inventory,
SRC-086,Computer Science,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61488,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:37,,catalog_inventory,
SRC-087,Poetry,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61489,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:43,,catalog_inventory,
SRC-088,Criminal Justice,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61490,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:49,,catalog_inventory,
SRC-089,Criminal Justice,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61491,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:28:56,,catalog_inventory,
SRC-090,Early Childhood Education Grades PK-3,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61492,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:29:02,,catalog_inventory,
SRC-091,Elementary Education Grades 1-5,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61497,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:29:09,,catalog_inventory,
SRC-092,Literature,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61498,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:29:27,,catalog_inventory,
SRC-093,English Education Grades 6-12,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61499,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:29:34,,catalog_inventory,
SRC-094,English,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61500,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:29:40,,catalog_inventory,
SRC-095,Environmental Science Education Grades 6-12,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61501,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:29:48,,catalog_inventory,
SRC-096,French,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61505,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:29:55,,catalog_inventory,
SRC-097,General Education Curriculum,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61507,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:01,,catalog_browse,
SRC-098,Applied and Natural Sciences,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61508,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:08,,catalog_inventory,
SRC-099,General History,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61511,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:15,,catalog_inventory,
SRC-100,History,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61512,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:21,,catalog_inventory,
SRC-101,Mass Communication,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61516,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:27,,catalog_inventory,
SRC-102,Mathematics,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61517,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:33,,catalog_inventory,
SRC-103,Mathematics,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61518,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:40,,catalog_inventory,
SRC-104,Mathematics Education Grades 6-12,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61519,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:46,,catalog_inventory,
SRC-105,Mathematics,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61520,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:52,,catalog_inventory,
SRC-106,No Concentration,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61522,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:30:59,,catalog_inventory,
SRC-107,Nursing,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61523,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:05,,catalog_inventory,
SRC-108,Family Nurse Practitioner,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61524,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:11,,catalog_inventory,
SRC-109,Nutrition,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61525,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:18,,catalog_inventory,
SRC-110,Philosophy,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61528,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:24,,catalog_inventory,
SRC-111,Physics,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61529,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:30,,catalog_inventory,
SRC-112,Psychology,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61530,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:36,,catalog_inventory,
SRC-113,Radiologic Sciences,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61532,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:43,,catalog_inventory,
SRC-114,General Sociology,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61535,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:49,,catalog_inventory,
SRC-115,Sociology,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61536,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:31:55,,catalog_inventory,
SRC-116,Spanish,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61537,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:32:01,,catalog_inventory,
SRC-117,Statistics,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61538,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,2026-07-05T21:32:07,,catalog_inventory,
SRC-118,Theatre Arts,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61540,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,,,catalog_inventory,
SRC-119,Wildlife Management,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61541,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,,,catalog_inventory,
SRC-120,Writing,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61542,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,,,catalog_inventory,
SRC-121,Entrepreneurship,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61543,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,,,catalog_inventory,
SRC-122,Social Studies Education Grades 6-12,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61545,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,,,catalog_inventory,
SRC-123,Psychiatric Mental Health Nurse Practitioner,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61548,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,,,catalog_inventory,
SRC-124,Early Childhood Education Grades PK-3,https://catalog.mcneese.edu/preview_program.php?catoid=102&poid=61549,catalog.mcneese.edu,dynamic_catalog,catalog_program,SRC-011,true,2026-2027,high,Pending_Review,,,,catalog_inventory,
