category_id,category,parent_domain,subcategory_id,subcategory,category_type,description,aliases,official_source_url,source_scope,answer_policy,risk_tier,researched_on
CAT-003,Accessibility Services,Student Support,CAT-003-S08,urgent help troubleshooting and external alternatives,student_service,"Queries about Accessibility Services, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Accessibility Services | McNeese Accessibility | Disability Services McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-004,Administrative Accounting,Business and Finance,CAT-004-S01,mission leadership and organization,administrative_office,"Queries about Administrative Accounting, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Administrative Accounting | McNeese Administrative Accounting | University Accounting,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-004,Administrative Accounting,Business and Finance,CAT-004-S02,services responsibilities and procedures,administrative_office,"Queries about Administrative Accounting, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Administrative Accounting | McNeese Administrative Accounting | University Accounting,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-004,Administrative Accounting,Business and Finance,CAT-004-S03,forms templates and required documents,administrative_office,"Queries about Administrative Accounting, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Administrative Accounting | McNeese Administrative Accounting | University Accounting,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-004,Administrative Accounting,Business and Finance,CAT-004-S04,policies standards and compliance,administrative_office,"Queries about Administrative Accounting, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Administrative Accounting | McNeese Administrative Accounting | University Accounting,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-004,Administrative Accounting,Business and Finance,CAT-004-S05,contacts location and office hours,administrative_office,"Queries about Administrative Accounting, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Administrative Accounting | McNeese Administrative Accounting | University Accounting,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-004,Administrative Accounting,Business and Finance,CAT-004-S06,deadlines calendars and processing times,administrative_office,"Queries about Administrative Accounting, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Administrative Accounting | McNeese Administrative Accounting | University Accounting,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-004,Administrative Accounting,Business and Finance,CAT-004-S07,reports data and public records,administrative_office,"Queries about Administrative Accounting, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Administrative Accounting | McNeese Administrative Accounting | University Accounting,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-004,Administrative Accounting,Business and Finance,CAT-004-S08,problems appeals complaints and escalation,administrative_office,"Queries about Administrative Accounting, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Administrative Accounting | McNeese Administrative Accounting | University Accounting,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-005,Admissions,Admissions and Enrollment,CAT-005-S01,eligibility and applicant types,admissions_finance,"Queries about Admissions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Admissions | McNeese Admissions | McNeese application,https://www.mcneese.edu/admissions/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-005,Admissions,Admissions and Enrollment,CAT-005-S02,requirements documents and test scores,admissions_finance,"Queries about Admissions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Admissions | McNeese Admissions | McNeese application,https://www.mcneese.edu/admissions/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-005,Admissions,Admissions and Enrollment,CAT-005-S03,application steps forms and status,admissions_finance,"Queries about Admissions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Admissions | McNeese Admissions | McNeese application,https://www.mcneese.edu/admissions/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-005,Admissions,Admissions and Enrollment,CAT-005-S04,deadlines dates and processing times,admissions_finance,"Queries about Admissions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Admissions | McNeese Admissions | McNeese application,https://www.mcneese.edu/admissions/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-005,Admissions,Admissions and Enrollment,CAT-005-S05,tuition fees costs and refunds,admissions_finance,"Queries about Admissions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Admissions | McNeese Admissions | McNeese application,https://www.mcneese.edu/admissions/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-005,Admissions,Admissions and Enrollment,CAT-005-S06,aid scholarships waivers and payment options,admissions_finance,"Queries about Admissions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Admissions | McNeese Admissions | McNeese application,https://www.mcneese.edu/admissions/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-005,Admissions,Admissions and Enrollment,CAT-005-S07,holds appeals exceptions and special circumstances,admissions_finance,"Queries about Admissions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Admissions | McNeese Admissions | McNeese application,https://www.mcneese.edu/admissions/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-005,Admissions,Admissions and Enrollment,CAT-005-S08,contacts official sources and external authorities,admissions_finance,"Queries about Admissions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Admissions | McNeese Admissions | McNeese application,https://www.mcneese.edu/admissions/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-006,Agricultural Sciences,Academic Departments,CAT-006-S01,degrees concentrations and certificates,academic_department,"Queries about Agricultural Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Agricultural Sciences | McNeese Agricultural Sciences | Dripps School of Agricultural Sciences,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-006,Agricultural Sciences,Academic Departments,CAT-006-S02,admission and progression requirements,academic_department,"Queries about Agricultural Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Agricultural Sciences | McNeese Agricultural Sciences | Dripps School of Agricultural Sciences,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-006,Agricultural Sciences,Academic Departments,CAT-006-S03,curriculum prerequisites and degree plans,academic_department,"Queries about Agricultural Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Agricultural Sciences | McNeese Agricultural Sciences | Dripps School of Agricultural Sciences,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-006,Agricultural Sciences,Academic Departments,CAT-006-S04,courses sections and scheduling,academic_department,"Queries about Agricultural Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Agricultural Sciences | McNeese Agricultural Sciences | Dripps School of Agricultural Sciences,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-006,Agricultural Sciences,Academic Departments,CAT-006-S05,faculty staff and department contacts,academic_department,"Queries about Agricultural Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Agricultural Sciences | McNeese Agricultural Sciences | Dripps School of Agricultural Sciences,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-006,Agricultural Sciences,Academic Departments,CAT-006-S06,research laboratories and projects,academic_department,"Queries about Agricultural Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Agricultural Sciences | McNeese Agricultural Sciences | Dripps School of Agricultural Sciences,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-006,Agricultural Sciences,Academic Departments,CAT-006-S07,student organizations events and opportunities,academic_department,"Queries about Agricultural Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Agricultural Sciences | McNeese Agricultural Sciences | Dripps School of Agricultural Sciences,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-006,Agricultural Sciences,Academic Departments,CAT-006-S08,careers licensure and professional outcomes,academic_department,"Queries about Agricultural Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Agricultural Sciences | McNeese Agricultural Sciences | Dripps School of Agricultural Sciences,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-007,McNeese Athletics,Athletics and Recreation,CAT-007-S01,teams programs and participation,athletics,"Queries about McNeese Athletics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",McNeese Athletics | McNeese sports | Cowboys and Cowgirls athletics,https://mcneesesports.com/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-007,McNeese Athletics,Athletics and Recreation,CAT-007-S02,schedules calendars and results,athletics,"Queries about McNeese Athletics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",McNeese Athletics | McNeese sports | Cowboys and Cowgirls athletics,https://mcneesesports.com/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-007,McNeese Athletics,Athletics and Recreation,CAT-007-S03,rosters coaches and staff contacts,athletics,"Queries about McNeese Athletics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",McNeese Athletics | McNeese sports | Cowboys and Cowgirls athletics,https://mcneesesports.com/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-007,McNeese Athletics,Athletics and Recreation,CAT-007-S04,tickets prices seating and attendance,athletics,"Queries about McNeese Athletics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",McNeese Athletics | McNeese sports | Cowboys and Cowgirls athletics,https://mcneesesports.com/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-007,McNeese Athletics,Athletics and Recreation,CAT-007-S05,venues directions parking and accessibility,athletics,"Queries about McNeese Athletics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",McNeese Athletics | McNeese sports | Cowboys and Cowgirls athletics,https://mcneesesports.com/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-007,McNeese Athletics,Athletics and Recreation,CAT-007-S06,news media statistics and broadcasts,athletics,"Queries about McNeese Athletics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",McNeese Athletics | McNeese sports | Cowboys and Cowgirls athletics,https://mcneesesports.com/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-007,McNeese Athletics,Athletics and Recreation,CAT-007-S07,student athlete eligibility compliance and support,athletics,"Queries about McNeese Athletics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",McNeese Athletics | McNeese sports | Cowboys and Cowgirls athletics,https://mcneesesports.com/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-007,McNeese Athletics,Athletics and Recreation,CAT-007-S08,camps community events and external governing sources,athletics,"Queries about McNeese Athletics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",McNeese Athletics | McNeese sports | Cowboys and Cowgirls athletics,https://mcneesesports.com/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-008,Internal Audit,Administration and Governance,CAT-008-S01,mission leadership and organization,administrative_office,"Queries about Internal Audit, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Internal Audit | McNeese Audit | University internal audit,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-008,Internal Audit,Administration and Governance,CAT-008-S02,services responsibilities and procedures,administrative_office,"Queries about Internal Audit, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Internal Audit | McNeese Audit | University internal audit,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-008,Internal Audit,Administration and Governance,CAT-008-S03,forms templates and required documents,administrative_office,"Queries about Internal Audit, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Internal Audit | McNeese Audit | University internal audit,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
